id_for_matlab;hhid;training;lnpercapitaconsumption;groupprediction;groupprediction2
3457;353703911;0;;4.952585631;4.952860721
3458;106404711;0;;4.974000066;4.974306364
3459;40205011;0;;6.907658851;6.910382441
3460;60707311;0;;5.263339534;5.267813122
3461;147408911;0;;5.425302657;5.427073673
3462;244005011;0;;6.14858856;6.149626102
3463;280805511;0;;5.130964535;5.132962152
3464;11610311;0;;5.219262363;5.215907898
3465;21705611;0;;5.031117712;5.030746589
3466;204704011;0;;6.145616311;6.145646132
3467;31909911;0;;5.071837081;5.073996544
3468;283100311;0;;6.413451102;6.414704784
3469;198700111;0;;6.285273361;6.2833337
3470;46202811;0;;5.7343827;5.732555651
3471;275006311;0;;5.791102091;5.791977261
3472;167803111;0;;6.902827433;6.898830886
3473;40407011;0;;6.480931423;6.482523137
3474;79911311;0;;5.418191656;5.416794267
3475;261007311;0;;6.014975701;6.015867001
3476;369716311;0;;5.586223866;5.583522453
3477;92906111;0;;5.442058771;5.441914295
3478;223704611;0;;7.278221903;7.278864791
3479;87700611;0;;5.882736303;5.88768186
3480;114510811;0;;6.216882797;6.216722152
3481;39008512;0;;6.719392035;6.718730358
3482;401002011;0;;4.96753809;4.966613944
3483;209308011;0;;6.594128264;6.593926005
3484;324500411;0;;5.574021889;5.571531559
3485;83413011;0;;5.516317385;5.51766492
3486;350512711;0;;6.189422776;6.187830197
3487;273000111;0;;6.615769219;6.614879892
3488;61201311;0;;5.032178949;5.026454713
3489;89211711;0;;5.956870782;5.959484248
3490;224804211;0;;6.229560651;6.228070957
3491;310709312;0;;6.135385749;6.136356309
3492;67704211;0;;5.332361415;5.331834475
3493;296304212;0;;6.387767246;6.385656429
3494;150009911;0;;5.170734573;5.169953482
3495;111908411;0;;5.885231437;5.881600644
3496;38102811;0;;6.153433722;6.154502169
3497;36702811;0;;6.804455018;6.804492331
3498;206104611;0;;6.613384843;6.612777533
3499;349110411;0;;6.633971298;6.633884273
3500;346106611;0;;6.335894194;6.335037626
3501;325806311;0;;6.034846;6.031646848
3502;240802311;0;;5.717657358;5.717053479
3503;304709511;0;;5.198384344;5.199286784
3504;93104511;0;;5.973199973;5.974395562
3505;399500411;0;;7.259939669;7.257660871
3506;384106311;0;;6.26648888;6.265424584
3507;86913411;0;;5.141296473;5.143064822
3508;215106311;0;;6.486481014;6.485991847
3509;233109511;0;;5.626252238;5.627213594
3510;148909311;0;;5.503416701;5.504287039
3511;293504611;0;;5.086106381;5.085956581
3512;387005511;0;;5.403511989;5.396935472
3513;327100411;0;;5.835546414;5.836633234
3514;59506911;0;;5.025338937;5.025180772
3515;29402211;0;;5.421432801;5.426176444
3516;30011011;0;;4.795749847;4.795916466
3517;214902911;0;;6.955865764;6.956698234
3518;54800211;0;;5.320070155;5.323970592
3519;212111111;0;;5.89921746;5.899306413
3520;108909411;0;;6.190353557;6.189764273
3521;288810011;0;;5.570173538;5.570130412
3522;354214611;0;;5.272823737;5.2722683
3523;92802411;0;;5.17744849;5.176992762
3524;237706811;0;;7.048005142;7.047931884
3525;60310211;0;;4.930068062;4.93196326
3526;3609011;0;;4.66565284;4.661974859
3527;209402211;0;;6.418280186;6.420658605
3528;325901811;0;;5.754087564;5.75424725
3529;141100111;0;;6.673906154;6.675293941
3530;166506712;0;;6.288961331;6.287625398
3531;323608711;0;;5.981849392;5.978524088
3532;317410611;0;;6.145359337;6.146238933
3533;58309011;0;;4.918912499;4.917811969
3534;20700611;0;;4.974162482;4.973050736
3535;268905211;0;;5.670717468;5.66853146
3536;389905111;0;;4.810715448;4.810591843
3537;349006411;0;;5.603464374;5.606788796
3538;90102911;0;;5.533722492;5.536861172
3539;197203612;0;;6.320478642;6.318641763
3540;315309911;0;;5.623939878;5.623712369
3541;3306811;0;;5.224194729;5.232660337
3542;219701411;0;;5.404136769;5.402457283
3543;58107611;0;;5.216549303;5.217435806
3544;96701611;0;;4.968726653;4.969511365
3545;328006311;0;;5.653450297;5.65473018
3546;296103411;0;;5.429085753;5.434130416
3547;345601011;0;;6.191187481;6.19354796
3548;280511811;0;;6.202398772;6.202054044
3549;83608211;0;;5.223250883;5.219857823
3550;12409611;0;;5.469678432;5.467212314
3551;243908411;0;;6.254897712;6.254543913
3552;231402911;0;;4.689041328;4.688224239
3553;212207511;0;;6.10564385;6.110052264
3554;229705411;0;;5.289705286;5.292029711
3555;310906811;0;;6.64227781;6.644511188
3556;356907611;0;;6.428786905;6.427759415
3557;46712611;0;;6.189656856;6.189681391
3558;112400911;0;;6.140234191;6.141686507
3559;260304011;0;;5.754861235;5.750251682
3560;169403311;0;;6.146838287;6.146182429
3561;139508611;0;;6.563606472;6.563740981
3562;241411011;0;;5.94210171;5.942322739
3563;256600411;0;;6.170805616;6.17237865
3564;172901011;0;;6.267703718;6.266602753
3565;110005211;0;;5.072684416;5.072900631
3566;399509711;0;;6.904634134;6.905366852
3567;88405211;0;;5.738497053;5.732013774
3568;272013211;0;;5.404376956;5.401820095
3569;341106711;0;;5.57563522;5.574395829
3570;126802211;0;;7.099289857;7.103425323
3571;129607111;0;;6.489843765;6.486362172
3572;127201211;0;;6.594105279;6.590749812
3573;47408711;0;;5.316597905;5.315309233
3574;102606411;0;;5.420233983;5.417673287
3575;228306111;0;;6.840336634;6.840365418
3576;150915411;0;;4.944605667;4.941968653
3577;256602411;0;;5.758087415;5.756213005
3578;234705511;0;;5.100822783;5.1008967
3579;244203511;0;;6.385067208;6.384345051
3580;260510811;0;;4.940819638;4.939344153
3581;32204611;0;;5.097340948;5.096101634
3582;24204311;0;;5.535829153;5.536297372
3583;55304111;0;;6.175640601;6.17679922
3584;18301722;0;;6.423794637;6.422092177
3585;216001311;0;;6.102287817;6.103977744
3586;44205911;0;;5.795246086;5.793374207
3587;321205711;0;;5.99801607;5.99745371
3588;65604911;0;;5.413489826;5.412412303
3589;66904511;0;;5.204909279;5.205883164
3590;259407711;0;;6.028812748;6.030510154
3591;148209211;0;;6.397287005;6.393754158
3592;184004711;0;;6.465777482;6.468323173
3593;283002411;0;;6.011322657;6.008415487
3594;19810811;0;;6.460806072;6.45596739
3595;297400212;0;;5.541673902;5.541168564
3596;239703211;0;;6.411502407;6.409630838
3597;163206911;0;;6.016456109;6.015945047
3598;155301111;0;;6.002567698;6.004126329
3599;319403211;0;;4.972989595;4.973494177
3600;146211411;0;;5.716502171;5.716824574
3601;356712611;0;;6.024866518;6.022392408
3602;88207511;0;;5.697508067;5.699549765
3603;34303911;0;;5.012836354;5.015034241
3604;126007711;0;;5.960681435;5.960124651
3605;161407211;0;;6.487721189;6.487870815
3606;339708011;0;;4.873052081;4.873339664
3607;272206911;0;;6.072091296;6.070076149
3608;70107411;0;;4.820565834;4.821696309
3609;300603011;0;;6.357134904;6.35419631
3610;156807411;0;;6.338233856;6.337191457
3611;240906811;0;;6.203030579;6.203543731
3612;347502711;0;;5.806855467;5.80598736
3613;114507011;0;;6.20218882;6.203086481
3614;122007911;0;;5.56722558;5.569139168
3615;66910411;0;;4.984570887;4.986370384
3616;70209011;0;;4.729737737;4.730445307
3617;380404611;0;;5.223806526;5.225381247
3618;4604511;0;;5.841258691;5.840747479
3619;231809011;0;;4.977297586;4.976636962
3620;372602911;0;;5.318264306;5.319713571
3621;140503111;0;;6.189204795;6.186983804
3622;171101011;0;;6.273995392;6.276546374
3623;294304011;0;;6.208215241;6.210494987
3624;1907411;0;;5.246034469;5.243602106
3625;353603411;0;;4.93881077;4.935604055
3626;106309711;0;;5.949530664;5.948862088
3627;357207311;0;;6.04616134;6.045543105
3628;300802911;0;;6.335736916;6.335377054
3629;71905211;0;;5.240462579;5.242283841
3630;319303511;0;;5.144991992;5.149979929
3631;214201011;0;;6.650415454;6.650766876
3632;6806811;0;;5.847823114;5.847335139
3633;378308311;0;;6.538029294;6.540347032
3634;225701211;0;;6.790362144;6.790473021
3635;89904111;0;;6.180538885;6.181744465
3636;97202411;0;;5.284490892;5.284843709
3637;258301811;0;;6.054560816;6.052004352
3638;96202311;0;;4.982840743;4.980360604
3639;267903911;0;;6.192687155;6.190129558
3640;88404211;0;;5.320092547;5.320247433
3641;361505911;0;;5.218977113;5.217743004
3642;278407411;0;;5.411094895;5.414533149
3643;124808311;0;;6.705250319;6.711180141
3644;106708011;0;;5.136733435;5.135594455
3645;48203111;0;;5.191315724;5.190932763
3646;239405211;0;;5.962318594;5.966116706
3647;325508511;0;;5.863110205;5.861909221
3648;159902812;0;;6.312202137;6.3107912
3649;233702211;0;;4.950277574;4.949736685
3650;92000711;0;;5.066517776;5.064783626
3651;51702611;0;;5.889084871;5.892234539
3652;136110011;0;;5.141056885;5.140929487
3653;254506111;0;;6.387708816;6.394680372
3654;243902711;0;;6.188030589;6.186903724
3655;252410711;0;;5.912296951;5.914060823
3656;253905011;0;;5.777979803;5.776844448
3657;310003611;0;;6.108644832;6.109680532
3658;141907111;0;;6.398727117;6.399527263
3659;279104011;0;;5.459949342;5.457986927
3660;66003311;0;;6.00441793;6.007087867
3661;163809811;0;;5.364865374;5.362152814
3662;96605511;0;;5.351893394;5.351870317
3663;327201122;0;;6.110252992;6.114583519
3664;62407411;0;;5.823338093;5.824709929
3665;151306211;0;;5.128915581;5.128167705
3666;14003611;0;;5.877089005;5.878082247
3667;237308011;0;;6.562016305;6.561385565
3668;328004411;0;;6.031772354;6.033211346
3669;55800211;0;;6.697852257;6.69731866
3670;65710111;0;;6.286055789;6.285442772
3671;296211611;0;;5.800563268;5.801616173
3672;328204611;0;;5.924207521;5.924072857
3673;391132411;0;;4.902054748;4.90369781
3674;253100111;0;;5.438535881;5.430915429
3675;40108511;0;;6.529646192;6.529123558
3676;146510911;0;;6.413595752;6.412884396
3677;105505411;0;;5.099606384;5.093011995
3678;15705211;0;;6.33372561;6.331121753
3679;155009211;0;;6.255728293;6.256417729
3680;226904311;0;;5.647213195;5.647728919
3681;92609611;0;;5.062934917;5.063103201
3682;53204211;0;;5.519802883;5.52046729
3683;107807511;0;;4.987355822;4.988583238
3684;330100411;0;;5.999743129;5.999736641
3685;3407911;0;;4.817374673;4.816245135
3686;352813211;0;;5.700064509;5.701025654
3687;134118011;0;;5.889765634;5.884856374
3688;82606011;0;;5.229859627;5.228752668
3689;182404311;0;;6.1277939;6.127639209
3690;255110011;0;;5.756913929;5.759960727
3691;111504711;0;;6.769761025;6.770390092
3692;60407011;0;;4.855594023;4.852657002
3693;79708711;0;;5.826385932;5.827085981
3694;20107611;0;;6.280689308;6.279722586
3695;6302411;0;;5.48700934;5.48751405
3696;9108811;0;;5.087887725;5.091213256
3697;273704822;0;;5.914912571;5.917491285
3698;27703811;0;;5.310674118;5.309550892
3699;6107711;0;;6.224068501;6.221573087
3700;72206611;0;;5.188250576;5.189180987
3701;180507911;0;;7.446797254;7.448108158
3702;316204311;0;;5.9662563;5.965694596
3703;117409311;0;;6.032253055;6.033124701
3704;239507011;0;;6.032451933;6.035300799
3705;159110311;0;;6.10497575;6.104996633
3706;382900811;0;;5.177700517;5.175943645
3707;210900611;0;;6.17283292;6.17358207
3708;287103611;0;;5.675795074;5.676220226
3709;42500411;0;;6.2270377;6.227728302
3710;332400911;0;;6.142504444;6.142493678
3711;98105711;0;;5.236103408;5.236196476
3712;32603811;0;;4.998815653;4.999045285
3713;341209711;0;;5.074429376;5.074690503
3714;124801911;0;;6.536463508;6.535336709
3715;252003111;0;;6.3713603;6.372267295
3716;266100711;0;;6.845682457;6.844559647
3717;65300611;0;;5.878448558;5.877905649
3718;197900311;0;;6.612339169;6.611379901
3719;3608411;0;;5.236759444;5.245807947
3720;92802111;0;;6.064489489;6.065272076
3721;206114611;0;;6.380354885;6.380145715
3722;41505811;0;;6.490050929;6.493633968
3723;1702211;0;;5.177321696;5.175081042
3724;316708711;0;;6.106966449;6.103270152
3725;41009311;0;;6.205773471;6.205406914
3726;338403711;0;;5.185383256;5.185620741
3727;208100411;0;;7.043845879;7.042822528
3728;253307311;0;;6.205771204;6.206447101
3729;63208611;0;;6.077822781;6.080693204
3730;230905911;0;;5.737363037;5.735788679
3731;357304311;0;;6.634313908;6.632784391
3732;202106612;0;;6.240051465;6.240220262
3733;130401511;0;;5.975589603;5.975441117
3734;236310211;0;;6.689326022;6.688082044
3735;343604011;0;;6.208747746;6.207204506
3736;41101011;0;;6.698288945;6.700121432
3737;385801211;0;;6.221981131;6.222196035
3738;105504133;0;;5.238935465;5.245086605
3739;261804311;0;;6.01914425;6.019630146
3740;124902411;0;;6.577414228;6.579090042
3741;162307011;0;;6.443062457;6.439250462
3742;291105411;0;;6.066325761;6.060480985
3743;277301311;0;;6.106304373;6.111046468
3744;150415911;0;;4.846097737;4.847726271
3745;21706311;0;;5.387853812;5.386362329
3746;218712111;0;;5.51850303;5.517087627
3747;62807211;0;;5.496254039;5.493475232
3748;28606011;0;;5.391659299;5.392053816
3749;217802211;0;;5.455636582;5.456623078
3750;275408711;0;;5.699383475;5.703719298
3751;167208511;0;;6.170119573;6.172083532
3752;137706711;0;;5.995371049;5.997168248
3753;311501111;0;;6.109722705;6.109891697
3754;110007311;0;;5.126107053;5.123990884
3755;69005811;0;;4.924780282;4.924604474
3756;275401111;0;;5.920691767;5.92011157
3757;48104711;0;;6.533292289;6.536300602
3758;107406311;0;;4.871852606;4.871752318
3759;141213711;0;;6.403928671;6.402183688
3760;291501211;0;;5.281480087;5.283468618
3761;5203111;0;;6.075860705;6.076168462
3762;73002411;0;;5.180565634;5.178008944
3763;294107911;0;;4.89408891;4.897964434
3764;380706611;0;;6.618948799;6.616926829
3765;306700411;0;;5.851049953;5.854162471
3766;214907411;0;;5.732421142;5.729417172
3767;67801111;0;;5.220313351;5.220558644
3768;4400811;0;;6.377541455;6.380025297
3769;37906911;0;;6.136060132;6.134850539
3770;7307011;0;;5.494492982;5.492892288
3771;22812011;0;;5.220313351;5.220558644
3772;258802311;0;;5.736568803;5.7350574
3773;286502911;0;;5.919669479;5.921711382
3774;38303611;0;;6.386143357;6.38353621
3775;181900812;0;;6.433376676;6.434108348
3776;266100111;0;;6.806022972;6.804243979
3777;10410311;0;;5.39064156;5.389410281
3778;204608911;0;;6.24336356;6.241957435
3779;120500411;0;;6.108644832;6.109680532
3780;133606911;0;;7.066194151;7.065151914
3781;316406911;0;;6.159326449;6.155683552
3782;258700911;0;;6.230389698;6.2286398
3783;164407612;0;;5.422251435;5.426504559
3784;339709311;0;;5.436050572;5.436324829
3785;287000311;0;;5.39525223;5.396921803
3786;199508311;0;;5.812813033;5.811463375
3787;174302711;0;;5.814066401;5.813736851
3788;122705011;0;;6.308364809;6.306728209
3789;234209611;0;;4.860064693;4.861944555
3790;200908322;0;;6.000932168;6.006152411
3791;98806011;0;;5.220270262;5.219651746
3792;268403211;0;;6.742007424;6.742171113
3793;307906311;0;;5.166883891;5.169173468
3794;279603011;0;;4.96119445;4.962527152
3795;245803111;0;;7.000858795;7.000976541
3796;183001311;0;;6.09666304;6.096199382
3797;119704411;0;;6.185256235;6.186421302
3798;255309911;0;;5.180258963;5.181775247
3799;365507511;0;;5.870197469;5.869418069
3800;23600111;0;;5.809044747;5.809281244
3801;161204611;0;;6.444490355;6.445615868
3802;302605611;0;;5.433618859;5.434212988
3803;221909622;0;;6.603918257;6.600123668
3804;80111011;0;;6.796283779;6.793506401
3805;88204111;0;;5.133197397;5.138247604
3806;264402711;0;;6.054489533;6.05753389
3807;253707311;0;;7.297052222;7.293989281
3808;376501411;0;;5.903986832;5.904275245
3809;154101311;0;;5.544597981;5.546022549
3810;114109711;0;;6.59211778;6.592003409
3811;264200511;0;;5.686334747;5.689928302
3812;28705511;0;;4.941307145;4.941257734
3813;14803411;0;;6.079079461;6.080860624
3814;92308611;0;;5.219976896;5.223201924
3815;69905211;0;;5.992433282;5.994327668
3816;363507211;0;;6.030215603;6.029681929
3817;309008711;0;;6.550013317;6.549073703
3818;33306311;0;;5.256969249;5.254720216
3819;268902011;0;;5.670121421;5.66987774
3820;290903811;0;;5.088732703;5.08665375
3821;288207611;0;;5.686192346;5.688708774
3822;231402611;0;;4.835271195;4.835276832
3823;153800611;0;;6.403692688;6.403469465
3824;124607011;0;;4.854504517;4.85319988
3825;347400211;0;;5.54789034;5.548184268
3826;387404111;0;;5.625493301;5.628519328
3827;306801011;0;;5.744739469;5.747739076
3828;348600611;0;;4.786166052;4.785887848
3829;341102811;0;;6.034232659;6.036567263
3830;194500912;0;;6.044213092;6.043282796
3831;182108211;0;;6.133967876;6.134913502
3832;203611211;0;;6.058441169;6.057689171
3833;366506811;0;;6.065669609;6.069689301
3834;73500911;0;;6.670971393;6.671978236
3835;366906811;0;;6.515438711;6.513175216
3836;248007811;0;;6.425154584;6.424981831
3837;310810811;0;;5.959526721;5.958664365
3838;107710611;0;;5.23055836;5.229478375
3839;117300511;0;;6.107047233;6.104275658
3840;262409311;0;;5.264982968;5.257341319
3841;148505122;0;;5.450667675;5.456418409
3842;134708511;0;;5.137158959;5.140039109
3843;135402111;0;;5.397828391;5.399990994
3844;72612911;0;;5.104349658;5.102490893
3845;112306611;0;;6.552656166;6.553122863
3846;141513511;0;;6.530559908;6.530062387
3847;23602711;0;;5.464619029;5.463492301
3848;78905011;0;;5.851713055;5.854264668
3849;194910722;0;;6.327751649;6.332615375
3850;141803412;0;;5.968364302;5.963746104
3851;127006711;0;;6.211473317;6.212394609
3852;316306011;0;;5.964913737;5.967025626
3853;204906611;0;;6.66819487;6.662532293
3854;161406111;0;;5.984377191;5.984385258
3855;288406711;0;;5.271164625;5.273374919
3856;281407811;0;;5.183669589;5.185556283
3857;38211111;0;;6.130635779;6.131728883
3858;151904911;0;;4.902976175;4.901854656
3859;81300311;0;;5.235582977;5.235719575
3860;100205011;0;;6.101886;6.099888501
3861;268907911;0;;6.010284592;6.010979938
3862;101002411;0;;5.66721327;5.668150151
3863;103804611;0;;4.807119331;4.80671964
3864;159501711;0;;6.504294193;6.502410041
3865;275108411;0;;6.569940844;6.570525132
3866;297202811;0;;6.366827856;6.370022368
3867;290007211;0;;5.539989458;5.540710032
3868;277908911;0;;6.538940533;6.541249376
3869;278506411;0;;5.916907557;5.91605135
3870;33707911;0;;5.401590193;5.402681486
3871;315508811;0;;5.96402567;5.962853331
3872;79202411;0;;5.487820548;5.488203084
3873;29806011;0;;5.05555204;5.052508968
3874;3506811;0;;4.951750863;4.951615064
3875;372106111;0;;5.672901192;5.67566489
3876;161208311;0;;5.735931144;5.734043695
3877;232608711;0;;5.360192356;5.354977789
3878;265310011;0;;6.249946516;6.254842256
3879;324505411;0;;5.801269797;5.804423108
3880;385607211;0;;5.784142232;5.783367843
3881;151506311;0;;5.113466403;5.114269394
3882;97813111;0;;5.472264262;5.474129364
3883;242003211;0;;6.922741062;6.919862875
3884;305003811;0;;4.817317293;4.821517988
3885;354103411;0;;5.260999819;5.257229848
3886;122608811;0;;6.003573163;6.006461107
3887;234603311;0;;5.043385958;5.045814931
3888;311200411;0;;6.741388195;6.740264789
3889;194702111;0;;6.286379027;6.285871644
3890;71610411;0;;4.72143271;4.720786563
3891;298510311;0;;5.876968083;5.878607187
3892;375622311;0;;6.17605439;6.176855042
3893;92809411;0;;5.479720604;5.482801664
3894;197708012;0;;6.198731365;6.198888451
3895;27200711;0;;5.601559045;5.601733243
3896;131007411;0;;6.21255911;6.210131099
3897;179700512;0;;6.319048487;6.319324208
3898;166602611;0;;6.524671472;6.524029518
3899;138005111;0;;5.401872174;5.402045681
3900;380701111;0;;6.400650742;6.399725571
3901;303510311;0;;5.593276385;5.590149222
3902;218302111;0;;6.67296858;6.671481768
3903;167006711;0;;6.696816063;6.694843299
3904;22208611;0;;4.977365438;4.975597223
3905;53707411;0;;6.708313682;6.710026133
3906;210804311;0;;6.083107278;6.080757887
3907;371811311;0;;5.558377562;5.559501132
3908;41810211;0;;6.042902791;6.044146173
3909;368514811;0;;5.039962534;5.037333237
3910;251401411;0;;6.505331047;6.508454948
3911;106509011;0;;4.804420044;4.805347488
3912;329903011;0;;7.012531807;7.013858487
3913;119702911;0;;6.171783778;6.170343443
3914;296008613;0;;5.646681147;5.647642206
3915;161512811;0;;6.569409217;6.571565056
3916;15402111;0;;6.39926529;6.400525482
3917;280407511;0;;6.339877689;6.340830909
3918;165005211;0;;6.719905746;6.719069709
3919;262301111;0;;5.086493186;5.087405089
3920;196506411;0;;6.357526593;6.358323821
3921;14607311;0;;5.962236893;5.960320565
3922;174702411;0;;5.975939666;5.978499887
3923;77200411;0;;6.144994452;6.142434342
3924;341604111;0;;6.02222173;6.022569274
3925;70704711;0;;4.81447226;4.815729942
3926;166400411;0;;6.59882596;6.597736525
3927;78208611;0;;6.147429386;6.147811316
3928;303608211;0;;6.010644203;6.011259438
3929;274010111;0;;6.297113223;6.297117847
3930;24503711;0;;5.317498761;5.315828714
3931;123507611;0;;6.228041622;6.226179796
3932;282807711;0;;5.998750961;6.000247505
3933;11808511;0;;4.877772743;4.876268409
3934;131611011;0;;5.956953707;5.95817534
3935;50402811;0;;5.841763166;5.843009945
3936;115110811;0;;6.268093782;6.265885207
3937;224216011;0;;5.533821743;5.535446595
3938;199203833;0;;5.936753407;5.935238219
3939;21807311;0;;5.049820958;5.048665953
3940;131101011;0;;6.299014328;6.300270415
3941;319807311;0;;5.63050944;5.631680116
3942;89310311;0;;6.095200838;6.094142231
3943;175107311;0;;6.196994068;6.203342174
3944;221900311;0;;5.867354049;5.867808836
3945;17302011;0;;5.818253503;5.821237776
3946;58009111;0;;4.881239254;4.881025718
3947;377306311;0;;7.017625947;7.016206811
3948;100607112;0;;6.280912758;6.283462566
3949;218501311;0;;6.568704495;6.567047252
3950;182409711;0;;6.214698751;6.212724983
3951;288005911;0;;5.116916865;5.117422974
3952;35311311;0;;6.506970499;6.505971686
3953;123011011;0;;5.154687276;5.156611766
3954;382805811;0;;5.367178515;5.367045683
3955;130500611;0;;5.418883518;5.419859416
3956;7809811;0;;5.891804982;5.890926288
3957;188406311;0;;6.178484232;6.176625438
3958;38004211;0;;5.907716934;5.906988788
3959;299502812;0;;5.755148348;5.752815122
3960;111608911;0;;6.437586357;6.437028626
3961;71810311;0;;4.977731137;4.975551742
3962;70310611;0;;5.18935919;5.186542316
3963;252204311;0;;6.52237285;6.52198104
3964;309808011;0;;6.240051465;6.240220262
3965;138108011;0;;5.249461122;5.246695551
3966;178603811;0;;6.129905752;6.129810559
3967;3607011;0;;5.205739449;5.204800975
3968;303401211;0;;6.249638212;6.246647195
3969;144003311;0;;5.489898801;5.491835037
3970;169200211;0;;5.806580747;5.807266809
3971;37109611;0;;6.326065238;6.327876959
3972;268908511;0;;6.234647084;6.237279839
3973;11802411;0;;5.506145769;5.505003058
3974;234706711;0;;5.227971241;5.229478275
3975;60101811;0;;5.007593777;5.010124126
3976;279405922;0;;5.192098874;5.197028389
3977;328801611;0;;5.0845175;5.084245826
3978;8605811;0;;5.707021195;5.704097916
3979;293201811;0;;5.119472859;5.118781562
3980;250103911;0;;6.864911104;6.864630462
3981;240402211;0;;6.061839259;6.058512088
3982;54311411;0;;5.882693789;5.885987772
3983;48705211;0;;5.788406868;5.787628203
3984;169800311;0;;6.532452154;6.532046024
3985;326307311;0;;5.650834908;5.649413389
3986;191004411;0;;6.517695483;6.516944876
3987;226906311;0;;5.695188624;5.69569915
3988;214002911;0;;6.362093915;6.361225322
3989;55400111;0;;4.934775467;4.933419863
3990;248706011;0;;5.890605287;5.894626113
3991;385706211;0;;5.966256942;5.964642048
3992;25108311;0;;5.170855682;5.168162608
3993;81902311;0;;6.571030793;6.567315597
3994;279413011;0;;4.998547069;4.996679853
3995;265304311;0;;6.068619099;6.074044523
3996;249308011;0;;7.47817127;7.48073342
3997;287202511;0;;5.505652323;5.508671894
3998;106810511;0;;4.736141632;4.737226125
3999;389103211;0;;6.114446598;6.11536789
4000;315502111;0;;6.159211458;6.158774777
4001;172103211;0;;6.059186249;6.06476834
4002;67505411;0;;4.92447539;4.9265826
4003;236303311;0;;6.753186985;6.749997234
4004;43211011;0;;5.768034413;5.769292508
4005;329102711;0;;6.055723774;6.055626938
4006;94001511;0;;4.934706972;4.935542039
4007;158303122;0;;5.646535498;5.642756261
4008;239007012;0;;6.22977859;6.231522943
4009;212506411;0;;6.752404888;6.751907382
4010;174003511;0;;5.961576094;5.962503492
4011;104805111;0;;4.544497778;4.547069495
4012;223207611;0;;6.53045777;6.534358552
4013;392405211;0;;4.898217841;4.896130217
4014;17600311;0;;5.660092216;5.664351065
4015;385500311;0;;5.992834407;5.991607511
4016;24401611;0;;5.000177785;5.001317434
4017;41707611;0;;5.169282776;5.170314616
4018;119610411;0;;6.318589487;6.319412016
4019;105006711;0;;4.842861642;4.843835382
4020;274611311;0;;5.904876011;5.907523389
4021;292006411;0;;4.809734171;4.808862428
4022;286505811;0;;5.977706564;5.979605292
4023;63708311;0;;7.288287073;7.291200905
4024;377807611;0;;7.195060816;7.194181652
4025;258510611;0;;5.87345542;5.874468943
4026;76210511;0;;5.013108724;5.011457568
4027;168601311;0;;6.621179916;6.623645062
4028;243202911;0;;5.392888617;5.392745075
4029;209002211;0;;5.793232149;5.791475042
4030;251103511;0;;6.591197777;6.589414552
4031;97006511;0;;5.150454653;5.148733319
4032;206507311;0;;7.420305512;7.423084285
4033;310802911;0;;6.203012796;6.202375604
4034;172705211;0;;5.828653026;5.828308169
4035;175505311;0;;6.13499634;6.136007685
4036;63307911;0;;6.149998498;6.148856839
4037;134303811;0;;5.362085897;5.364313928
4038;149100211;0;;6.613384843;6.612777533
4039;165315411;0;;6.377183098;6.377844091
4040;24700911;0;;5.188250576;5.189180987
4041;64702811;0;;5.638856966;5.635624621
4042;147202911;0;;5.891811366;5.893958495
4043;77504611;0;;6.021214537;6.023402875
4044;27203911;0;;5.977048825;5.97777033
4045;243803311;0;;6.265136636;6.264340139
4046;10608911;0;;5.291967845;5.290865592
4047;280006012;0;;5.296474553;5.300049281
4048;339502211;0;;5.192386119;5.19378014
4049;6501011;0;;5.895399769;5.895113093
4050;15801011;0;;6.947888405;6.94917698
4051;159100211;0;;6.568089172;6.568131341
4052;255407311;0;;5.804008578;5.803906252
4053;179221811;0;;6.132309358;6.129814251
4054;116105711;0;;6.405417658;6.407225847
4055;123708311;0;;6.282940237;6.286818265
4056;145906311;0;;6.577288638;6.578868636
4057;93811111;0;;4.784743331;4.787965144
4058;276102611;0;;6.418077447;6.419122205
4059;305213111;0;;5.320420539;5.322141559
4060;29109711;0;;5.471430097;5.474395282
4061;198306311;0;;6.917853471;6.917785046
4062;213201311;0;;6.293686584;6.294914847
4063;265007811;0;;5.173901892;5.171135622
4064;130908011;0;;6.532245379;6.530230869
4065;337410711;0;;6.069949512;6.067294715
4066;349509311;0;;5.794154597;5.793852471
4067;150907411;0;;5.012305876;5.011660075
4068;62408911;0;;6.835713853;6.835720477
4069;268608211;0;;6.693319137;6.688479034
4070;279107111;0;;5.785739189;5.790638787
4071;185410912;0;;6.64744777;6.646587871
4072;395907711;0;;6.185708764;6.182262587
4073;101802711;0;;5.707476107;5.706698563
4074;37808911;0;;6.897155264;6.897315836
4075;270701411;0;;5.482238331;5.486598049
4076;270402511;0;;5.877327972;5.875877858
4077;232103011;0;;5.357120972;5.357911005
4078;3913511;0;;5.091217471;5.092722116
4079;172700411;0;;6.111693919;6.11401144
4080;248404111;0;;6.127374759;6.128031046
4081;211401011;0;;5.953925912;5.951267202
4082;264007311;0;;5.984578864;5.984147142
4083;88301511;0;;5.701078353;5.705745532
4084;44101111;0;;5.732498342;5.730240763
4085;106805411;0;;4.911510329;4.913279999
4086;93306711;0;;5.267252219;5.26439955
4087;14602311;0;;5.9662563;5.965694596
4088;169802122;0;;6.138287762;6.136834911
4089;325802211;0;;5.546055503;5.547057139
4090;133005311;0;;6.876034793;6.871364877
